time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-18T08:16:50.000Z,18.086,-66.968,15,1.4,Md,3,262.8,0.13564561,0.03,pr,pr16262007,2016-09-18T11:45:02.664Z,"1km NW of Sabana Grande, Puerto Rico",earthquake,1.1,1.8,0,3,reviewed,pr,pr
2016-09-18T08:08:31.270Z,34.1458333,-116.5545,1.59,1.17,ml,48,56,0.1322,0.13,ci,ci37693968,2016-09-19T23:46:12.652Z,"11km NNE of Morongo Valley, CA",earthquake,0.16,0.26,0.115,27,reviewed,ci,ci
2016-09-18T08:07:54.000Z,65.4089,-144.7693,1,2,ml,,,,0.69,ak,ak13998317,2016-09-22T22:27:59.748Z,"7km SSW of Circle Hot Springs Station, Alaska",earthquake,0.2,,,,reviewed,ak,ak
2016-09-18T08:06:07.000Z,59.3411,-151.8135,61,1.4,ml,15,136.799989056001,,0.33,ak,ak14014953,2016-09-22T22:27:20.748Z,"36km SSW of Homer, Alaska",earthquake,0.7,0.7,,,reviewed,ak,ak
2016-09-18T07:59:25.000Z,59.8341,-153.4656,126.7,1.9,ml,35,43.1999965440003,,0.55,ak,ak14014952,2016-09-22T22:27:19.278Z,"82km E of Old Iliamna, Alaska",earthquake,0.4,0.3,,,reviewed,ak,ak
2016-09-18T07:51:22.530Z,-2.0241,140.4995,10,4.7,mb,,130,14.198,0.59,us,us10006qm9,2016-09-18T08:21:51.040Z,"60km NNW of Jayapura, Indonesia",earthquake,12.1,1.9,0.079,49,reviewed,us,us
2016-09-18T07:50:19.000Z,60.8318,-147.4569,16.4,1.1,ml,,,,0.53,ak,ak13998313,2016-09-22T22:27:59.058Z,"67km E of Whittier, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-09-18T07:46:07.650Z,-2.0565,140.5593,10,4.6,mb,,101,14.213,0.73,us,us10006qm8,2016-09-18T08:05:41.040Z,"54km NNW of Jayapura, Indonesia",earthquake,7.7,1.8,0.103,28,reviewed,us,us
2016-09-18T07:31:33.250Z,38.7453333,-122.6903333,-0.19,1.43,md,14,109,0.005288,0.04,nc,nc72698361,2016-09-20T02:24:02.122Z,"6km W of Middletown, California",earthquake,0.22,0.28,0.277,4,reviewed,nc,nc
2016-09-18T07:23:16.830Z,36.4366,-96.9038,5.66,1.6,ml,,66,0.001,0.23,us,us10006qm5,2016-09-19T20:18:19.040Z,"14km NW of Pawnee, Oklahoma",earthquake,0.9,0.9,0.062,34,reviewed,us,us
2016-09-18T07:18:37.780Z,37.5161667,-118.787,6.5,1.54,md,30,94,0.05924,0.05,nc,nc72698356,2016-09-20T06:58:02.785Z,"21km SE of Mammoth Lakes, California",earthquake,0.29,0.75,0.217,25,reviewed,nc,nc
2016-09-18T07:17:41.000Z,61.3633,-146.0874,20.9,2,ml,,,,0.72,ak,ak13998196,2016-09-22T22:28:01.156Z,"29km NNE of Valdez, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-09-18T07:17:36.730Z,-2.0179,140.4715,10,5.5,mb,,36,6.89,0.77,us,us10006qm4,2016-09-18T15:57:46.000Z,"62km NNW of Jayapura, Indonesia",earthquake,8.6,1.9,0.045,174,reviewed,us,us
2016-09-18T07:13:28.740Z,36.706,-121.1866667,9.19,1.85,md,44,83,0.08006,0.17,nc,nc72698351,2016-09-20T21:29:02.919Z,"19km SE of Ridgemark, California",earthquake,0.29,0.91,0.235,37,reviewed,nc,nc
2016-09-18T07:05:40.000Z,18.464,-67.32,94,2.5,Md,5,216,0.1706799,0.2,pr,pr16262006,2016-09-18T11:37:46.816Z,"15km NNW of Rincon, Puerto Rico",earthquake,2,1.2,0,5,reviewed,pr,pr
2016-09-18T06:46:04.000Z,55.1029,-159.235,10.5,2.5,ml,7,194.399984448001,,0.12,ak,ak14014949,2016-09-22T22:27:18.291Z,"40km NNE of Chernabura Island, Alaska",earthquake,1.8,1.7,,,reviewed,ak,ak
2016-09-18T06:35:24.000Z,61.1591,-147.0951,0,1.3,ml,,,,0.42,ak,ak13998193,2016-09-22T22:28:00.341Z,"40km W of Valdez, Alaska",earthquake,0.3,,,,reviewed,ak,ak
2016-09-18T06:29:32.000Z,60.0721,-139.6229,0,1.3,ml,,,,0.49,ak,ak13998191,2016-09-22T22:28:02.448Z,"58km N of Yakutat, Alaska",earthquake,0.6,,,,reviewed,ak,ak
2016-09-18T06:27:54.000Z,57.6998,-155.4177,68.8,1.7,ml,12,151.199987904001,,0.44,ak,ak14014946,2016-09-22T22:27:17.228Z,"87km WNW of Larsen Bay, Alaska",earthquake,1.2,0.7,,,reviewed,ak,ak
2016-09-18T06:26:00.600Z,19.0827,-64.541,52,2.4,Md,4,331.2,0.77794104,0.17,pr,pr16262004,2016-09-18T08:31:50.569Z,"74km N of Road Town, British Virgin Islands",earthquake,5.7,9.2,0,4,reviewed,pr,pr
2016-09-18T06:24:43.000Z,60.172,-141.1889,0,1.4,ml,,,,0.38,ak,ak13998189,2016-09-22T22:28:01.772Z,"70km E of Cape Yakataga, Alaska",earthquake,0.3,,,,reviewed,ak,ak
2016-09-18T06:08:24.000Z,52.0937,-175.6911,251.6,2.9,ml,16,323.999974080002,,0.16,ak,ak13999350,2016-09-22T22:27:40.545Z,"70km ENE of Adak, Alaska",earthquake,10,0.5,,,reviewed,ak,ak
2016-09-18T06:01:15.210Z,36.5526667,-121.1435,2.25,1.15,md,19,98,0.04358,0.07,nc,nc72698316,2016-09-20T06:37:02.713Z,"21km NE of Soledad, California",earthquake,0.29,0.65,0.254,16,reviewed,nc,nc
2016-09-18T05:55:51.000Z,52.104,-175.0094,231.2,3.3,ml,16,183.599985312001,,0.41,ak,ak13998082,2016-09-22T22:27:35.427Z,"56km W of Atka, Alaska",earthquake,8,0.5,,,reviewed,ak,ak
2016-09-18T05:54:15.230Z,2.6004,128.4831,60,4.6,mb,,117,2.131,0.72,us,us10006qlr,2016-09-18T06:17:27.040Z,"109km NNE of Tobelo, Indonesia",earthquake,8.1,8,0.082,44,reviewed,us,us
2016-09-18T05:49:58.000Z,52.7465,-169.9752,78.4,2.6,ml,10,352.799971776002,,0.25,ak,ak14014941,2016-09-22T22:27:16.242Z,"50km ENE of Yunaska Island, Alaska",earthquake,4.6,0.8,,,reviewed,ak,ak
2016-09-18T05:43:58.300Z,-29.1488,60.9208,10,4.6,mb,,62,9.223,0.8,us,us10006qls,2016-09-18T06:42:14.040Z,"Southwest Indian Ridge",earthquake,7.1,1.9,0.122,20,reviewed,us,us
2016-09-18T05:41:08.800Z,37.5051667,-119.3135,17.28,1.5,md,27,107,0.1672,0.08,nc,nc72698311,2016-09-20T06:21:04.670Z,"34km WSW of Mammoth Lakes, California",earthquake,0.36,0.88,0.172,20,reviewed,nc,nc
2016-09-18T05:19:13.000Z,61.7479,-148.0202,34,1,ml,,,,0.33,ak,ak13998077,2016-09-22T22:28:03.791Z,"44km E of Sutton-Alpine, Alaska",earthquake,0.3,0.1,,,reviewed,ak,ak
2016-09-18T05:17:23.830Z,33.0651667,-117.6393333,15.1,1.52,ml,28,171,0.3554,0.12,ci,ci37693912,2016-09-19T18:50:17.191Z,"29km WSW of Carlsbad, CA",earthquake,0.32,0.75,0.134,32,reviewed,ci,ci
2016-09-18T05:16:12.000Z,52.0518,-170.0213,33.2,3.7,ml,17,219.599982432001,,0.59,ak,ak13998075,2016-09-22T22:27:34.421Z,"79km SE of Yunaska Island, Alaska",earthquake,7.5,1.8,,,reviewed,ak,ak
2016-09-18T05:04:09.000Z,61.2551,-141.4752,8,1.4,ml,,,,0.48,ak,ak13998072,2016-09-22T22:28:03.155Z,"142km NNE of Cape Yakataga, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-09-18T05:02:27.000Z,60.3353,-147.2821,14.1,1.2,ml,15,86.3999930880005,,0.39,ak,ak13998073,2016-09-22T22:27:38.736Z,"87km WSW of Cordova, Alaska",earthquake,0.3,1,,,reviewed,ak,ak
2016-09-18T04:59:35.260Z,19.426,-155.6095,2.532,1.57,md,11,104,0.02647,0.13,hv,hv61416591,2016-09-19T20:28:19.340Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.55,0.178,3,reviewed,hv,hv
2016-09-18T04:43:48.250Z,53.7332,-165.4928,47.65,4.8,mb,,162,0.435,0.82,us,us10006qlh,2016-09-22T22:27:39.810Z,"48km SSE of Akutan, Alaska",earthquake,8.4,7.2,0.035,253,reviewed,us,us
2016-09-18T04:42:07.000Z,59.6438,-153.0981,99.5,2.2,ml,,,,0.46,ak,ak13998034,2016-09-22T22:28:04.410Z,"72km W of Anchor Point, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-09-18T04:33:14.000Z,60.0698,-153.4311,153.5,2.5,ml,,,,0.53,ak,ak13998027,2016-09-22T22:28:06.811Z,"59km SW of Redoubt Volcano, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-09-18T04:31:25.400Z,46.3573333,-110.7591667,5,1.32,md,10,190,0.82,0.27,mb,mb80173599,2016-09-19T17:57:50.420Z,"23km SSE of White Sulphur Springs, Montana",earthquake,1.64,31.61,0.134,6,reviewed,mb,mb
2016-09-18T04:04:38.960Z,37.5195,-118.8733333,4.01,1.78,md,37,105,0.07869,0.04,nc,nc72698271,2016-09-20T20:56:02.850Z,"16km SSE of Mammoth Lakes, California",earthquake,0.16,0.58,0.336,36,reviewed,nc,nc
2016-09-18T03:57:31.700Z,17.9365,-66.8618,3,2.9,Md,19,180,0.0413225,0.4,pr,pr16262002,2016-09-18T04:13:29.535Z,"5km SSE of Maria Antonia, Puerto Rico",earthquake,0.7,0.6,0,14,reviewed,pr,pr
2016-09-18T03:57:21.000Z,61.532,-150.8006,61.5,2.6,ml,,,,0.65,ak,ak13997920,2016-09-22T22:28:05.905Z,"45km W of Big Lake, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-09-18T03:56:51.000Z,57.622,-156.4064,109.5,2.2,ml,23,100.799991936001,,0.5,ak,ak14014930,2016-09-22T22:27:14.736Z,"119km S of King Salmon, Alaska",earthquake,0.7,0.6,,,reviewed,ak,ak
2016-09-18T03:51:17.210Z,46.7863333,-112.0051667,4.77,1.14,ml,11,168,0.141,0.05,mb,mb80172584,2016-09-19T14:42:45.170Z,"7km NE of Helena Valley Northwest, Montana",earthquake,0.57,3.57,0.03,2,reviewed,mb,mb
2016-09-18T03:50:04.000Z,66.1652,-140.8225,5.6,1.1,ml,10,107.999991360001,,0.71,ak,ak13997919,2016-09-22T22:27:36.443Z,"151km ENE of Circle, Alaska",earthquake,0.5,0.3,,,reviewed,ak,ak
2016-09-18T03:48:43.400Z,18.1917,-63.6352,99,2.7,Md,4,349.2,1.08785981,0.07,pr,pr16262003,2016-09-18T08:30:35.367Z,"60km WNW of Marigot, Saint Martin",earthquake,6.2,3.4,0,3,reviewed,pr,pr
2016-09-18T03:44:01.450Z,37.0505,-97.5388333,5.72,1.97,ml,14,101,0.0616,0.03,ismpkansas,ismpkansas70207608,2016-09-19T23:20:01.340Z,"6km ENE of Caldwell, Kansas",earthquake,0.17,0.46,0.146,15,reviewed,ismp,ismp
2016-09-18T03:37:41.200Z,37.1427,-98.0203,5.74,2.7,mb_lg,,85,0.062,0.18,us,us10006qkr,2016-09-19T01:29:42.620Z,"1km SE of Anthony, Kansas",earthquake,0.8,3.1,0.228,5,reviewed,us,us
2016-09-18T03:36:41.620Z,38.8081667,-122.825,2.34,1.91,md,45,73,0.003339,0.06,nc,nc72698246,2016-09-20T19:17:02.625Z,"6km WNW of The Geysers, California",earthquake,0.15,0.2,0.167,13,reviewed,nc,nc
2016-09-18T03:27:10.170Z,-8.9972,112.4652,78.65,4.2,mb,,106,1.747,0.95,us,us10006qkl,2016-09-18T03:47:02.001Z,"71km SSW of Krajan Tambakrejo, Indonesia",earthquake,8.6,10.5,0.152,12,reviewed,us,us
2016-09-18T03:26:45.000Z,60.8856,-141.0648,0,1.8,ml,6,259.199979264002,,1.32,ak,ak13997913,2016-09-18T03:58:56.433Z,"118km NE of Cape Yakataga, Alaska",earthquake,1.4,0.9,,,automatic,ak,ak
2016-09-18T03:26:04.960Z,38.8161667,-122.8148333,2.36,1.09,md,42,73,0.008119,0.04,nc,nc72698231,2016-09-20T18:21:04.511Z,"6km NW of The Geysers, California",earthquake,0.15,0.18,0.145,12,reviewed,nc,nc
2016-09-18T02:58:10.800Z,17.857,-67.1745,3,2,Md,3,324,0.15990012,0.02,pr,pr16262001,2016-09-18T04:17:30.069Z,"13km S of Pole Ojea, Puerto Rico",earthquake,0.6,7.3,0,3,reviewed,pr,pr
2016-09-18T02:54:29.000Z,62.686,-152.0397,3.5,1.9,ml,,,,0.63,ak,ak13997814,2016-09-22T22:28:08.320Z,"107km WNW of Talkeetna, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-09-18T02:51:05.000Z,59.7652,-153.148,104.8,1.5,ml,12,104.399991648001,,0.3,ak,ak14014927,2016-09-22T22:27:13.744Z,"73km W of Anchor Point, Alaska",earthquake,1.5,0.5,,,reviewed,ak,ak
2016-09-18T02:44:26.830Z,38.8036652,-122.8028336,1.25,1.01,md,11,108,0.007286,0.02,nc,nc72698221,2016-09-18T02:46:02.096Z,"4km NW of The Geysers, California",earthquake,0.3,0.44,0.01,4,automatic,nc,nc
2016-09-18T02:36:55.000Z,61.5908,-150.9986,73.7,1.7,ml,,,,0.33,ak,ak13997715,2016-09-22T22:28:07.590Z,"53km WSW of Willow, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-09-18T02:33:58.550Z,37.7443333,-122.1301667,6.99,1.14,md,19,81,0.02191,0.1,nc,nc72698201,2016-09-20T18:17:02.447Z,"3km NE of San Leandro, California",earthquake,0.22,0.4,0.109,12,reviewed,nc,nc
2016-09-18T02:20:45.000Z,61.2681,-151.5806,77.5,2.3,ml,,,,0.52,ak,ak13997706,2016-09-22T22:28:09.714Z,"66km NNW of Nikiski, Alaska",earthquake,0.2,0.1,,,reviewed,ak,ak
2016-09-18T02:11:16.000Z,61.6734,-151.5137,103.3,2.2,ml,,,,0.46,ak,ak13997700,2016-09-22T22:28:08.983Z,"78km W of Willow, Alaska",earthquake,0.2,0.2,,,reviewed,ak,ak
2016-09-18T02:01:28.000Z,65.4193,-144.7799,2.5,1.2,ml,,,,0.53,ak,ak13997699,2016-09-22T22:28:11.057Z,"7km SW of Circle Hot Springs Station, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-09-18T01:55:05.740Z,46.7918333,-112.013,5.78,2.27,ml,19,168,0.149,0.18,mb,mb80172559,2016-09-18T14:40:35.680Z,"7km NNE of Helena Valley Northwest, Montana",earthquake,0.65,1.07,0.107,6,reviewed,mb,mb
2016-09-18T01:49:51.330Z,-2.2759,140.1485,42.51,4.2,mb,,124,7.216,0.77,us,us10006qk6,2016-09-18T03:30:17.040Z,"62km NW of Abepura, Indonesia",earthquake,11.4,9.3,0.115,21,reviewed,us,us
2016-09-18T01:38:15.000Z,65.3956,-144.7319,1.8,2.2,ml,,,,0.93,ak,ak13997693,2016-09-22T22:28:13.477Z,"8km SSW of Circle Hot Springs Station, Alaska",earthquake,0.1,0.2,,,reviewed,ak,ak
2016-09-18T01:28:30.000Z,63.4677,-148.7484,14.8,1.2,ml,,,,0.72,ak,ak13997690,2016-09-22T22:28:12.850Z,"13km NE of Cantwell, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-09-18T01:25:54.220Z,9.1434,126.0316,59.61,4.5,mb,,116,2.108,1.09,us,us10006qk2,2016-09-18T01:45:10.088Z,"9km S of Carmen, Philippines",earthquake,11,8.6,0.102,28,reviewed,us,us
2016-09-18T01:14:09.410Z,36.9741667,-112.3821667,20.99,1.9,ml,10,221,0.136,0.14,uu,uu60161997,2016-09-19T23:44:02.965Z,"13km ENE of Fredonia, Arizona",earthquake,1.18,0.55,0.253,4,reviewed,uu,uu
2016-09-18T01:13:01.960Z,38.8208333,-122.7798333,1.34,1.47,md,45,42,0.007592,0.05,nc,nc72698091,2016-09-20T17:53:02.401Z,"4km W of Cobb, California",earthquake,0.11,0.16,0.328,14,reviewed,nc,nc
2016-09-18T01:07:07.190Z,35.7306667,-121.3015,12.18,1.24,md,14,208,0.03261,0.11,nc,nc72698081,2016-09-22T00:59:02.286Z,"13km NW of San Simeon, California",earthquake,0.98,0.92,0.166,12,reviewed,nc,nc
2016-09-18T00:58:16.270Z,36.4348,-96.9072,5.12,1.8,ml,,71,0.001,0.24,us,us10006qjs,2016-09-19T20:19:26.040Z,"14km NW of Pawnee, Oklahoma",earthquake,1.6,1.6,0.065,31,reviewed,us,us
2016-09-18T00:53:40.630Z,-1.989,140.4944,10,4.9,mb,,64,6.867,0.59,us,us10006qju,2016-09-18T01:13:17.040Z,"64km NNW of Jayapura, Indonesia",earthquake,9.6,1.9,0.078,52,reviewed,us,us
2016-09-18T00:46:09.000Z,18.8405,-67.538,8,2.5,Md,5,309.6,0.45724248,0.33,pr,pr16262000,2016-09-18T03:35:04.191Z,"60km NW of San Antonio, Puerto Rico",earthquake,1.8,1.2,0,4,reviewed,pr,pr
2016-09-18T00:44:22.000Z,65.3937,-144.7609,1,1.2,ml,,,,0.47,ak,ak13997591,2016-09-22T22:28:14.202Z,"9km SSW of Circle Hot Springs Station, Alaska",earthquake,0.1,,,,reviewed,ak,ak
2016-09-18T00:38:35.000Z,60.7018,-153.4157,4.5,1.2,ml,,,,0.47,ak,ak13997589,2016-09-22T22:28:16.193Z,"44km WNW of Redoubt Volcano, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-09-18T00:38:31.220Z,36.4387,-96.9033,4.99,1.9,ml,,67,0.003,0.21,us,us10006qjm,2016-09-19T20:20:41.040Z,"14km NW of Pawnee, Oklahoma",earthquake,1.2,1.4,0.061,35,reviewed,us,us
2016-09-18T00:24:40.660Z,37.534,-118.831,5.45,2.34,md,43,60,0.05595,0.06,nc,nc72698026,2016-09-20T05:54:02.603Z,"17km SE of Mammoth Lakes, California",earthquake,0.21,0.6,0.268,45,reviewed,nc,nc
2016-09-18T00:19:31.350Z,36.003,-120.8821667,9.73,1.54,md,52,36,0.02236,0.08,nc,nc72698021,2016-09-22T00:53:02.284Z,"30km N of Lake Nacimiento, California",earthquake,0.19,0.75,0.174,32,reviewed,nc,nc
2016-09-18T00:08:52.000Z,63.0998,-148.7427,11.2,1.1,ml,,,,0.54,ak,ak13997587,2016-09-22T22:28:15.553Z,"34km SSE of Cantwell, Alaska",earthquake,0.3,0.2,,,reviewed,ak,ak
2016-09-18T00:07:59.000Z,60.7798,-149.2137,18.9,1.4,ml,20,68.3999945280004,,0.31,ak,ak14014914,2016-09-22T22:27:27.302Z,"28km W of Whittier, Alaska",earthquake,0.4,0.5,,,reviewed,ak,ak
2016-09-18T00:07:54.000Z,61.5085,-148.8961,10.2,1.7,ml,,,,0.82,ak,ak13997586,2016-09-18T00:17:44.345Z,"8km ESE of Butte, Alaska",earthquake,0.5,0.8,,,automatic,ak,ak
2016-09-17T23:59:30.954Z,37.342,-114.6565,7.5,1.1,ml,8,126.6,0.32,0.1525,nn,nn00560481,2016-09-18T00:09:44.774Z,"32km SSW of Caliente, Nevada",earthquake,,3.8,0.14,3,reviewed,nn,nn
2016-09-17T23:56:07.110Z,19.311,-154.9901667,37.521,1.81,md,30,235,0.1212,0.08,hv,hv61416331,2016-09-19T23:08:02.010Z,"18km SSW of Leilani Estates, Hawaii",earthquake,1.36,0.99,0.107,16,reviewed,hv,hv
2016-09-17T23:35:18.050Z,37.0891667,-97.606,4.56,1.82,ml,17,84,0.0479,0.04,ismpkansas,ismpkansas70207593,2016-09-19T22:52:59.900Z,"6km N of Caldwell, Kansas",earthquake,0.17,0.56,0.194,16,reviewed,ismp,ismp
2016-09-17T23:25:25.800Z,40.3011667,-124.4936667,19.53,2.12,md,13,254,0.1614,0.14,nc,nc72697971,2016-09-22T00:40:01.879Z,"36km SSW of Ferndale, California",earthquake,1.13,0.74,0.363,13,reviewed,nc,nc
2016-09-17T23:12:16.000Z,65.0027,-147.4484,1.2,1.1,ml,,,,0.63,ak,ak13997491,2016-09-17T23:24:07.659Z,"22km NE of Fairbanks, Alaska",earthquake,0.4,4.2,,,automatic,ak,ak
2016-09-17T22:45:58.940Z,49.0809,-128.9262,10,4.4,mb,,172,1.643,0.96,us,us10006qix,2016-09-19T18:15:55.030Z,"210km SSW of Port Hardy, Canada",earthquake,5.8,2,0.052,107,reviewed,us,us
2016-09-17T22:20:55.170Z,-17.9443,-176.0469,349.39,4.6,mb,,135,5.623,0.76,us,us10006qik,2016-09-17T22:36:34.040Z,"231km WNW of Neiafu, Tonga",earthquake,14.8,6.7,0.105,27,reviewed,us,us
2016-09-17T22:19:35.547Z,39.9191,-120.8407,9.6,1.3,ml,17,191.04,0.054,0.1743,nn,nn00560475,2016-09-17T23:11:28.974Z,"5km ESE of East Quincy, California",earthquake,,1.2,0.42,5,reviewed,nn,nn
2016-09-17T22:17:05.000Z,68.8801,-146.702,0,2.1,ml,,,,0.62,ak,ak13997391,2016-09-17T22:37:36.023Z,"96km NNW of Arctic Village, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-09-17T22:10:26.370Z,19.4188333,-155.6155,3.042,2.25,ml,13,100,0.01966,0.12,hv,hv61416271,2016-09-19T20:43:31.970Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.36,0.47,0.153,8,reviewed,hv,hv
2016-09-17T22:03:04.700Z,17.8304,-67.0155,30,2.7,Md,15,237.6,0.14013718,0.3,pr,pr16261018,2016-09-18T01:53:18.400Z,"16km SSE of La Parguera, Puerto Rico",earthquake,1.2,1.2,0,9,reviewed,pr,pr
2016-09-17T22:00:00.000Z,63.1955,-149.5364,72.9,1.2,ml,,,,1.03,ak,ak13997385,2016-09-17T22:08:13.468Z,"36km SW of Cantwell, Alaska",earthquake,0.9,1,,,automatic,ak,ak
2016-09-17T21:53:26.000Z,68.9015,-146.5992,1.7,1.3,ml,,,,0.72,ak,ak13997297,2016-09-17T22:13:00.858Z,"96km NNW of Arctic Village, Alaska",earthquake,1,0.8,,,automatic,ak,ak
2016-09-17T21:47:48.950Z,-1.999,140.6583,10,4.6,mb,,122,8.451,0.45,us,us10006qhs,2016-09-17T22:06:43.115Z,"59km N of Jayapura, Indonesia",earthquake,7.5,1.9,0.081,46,reviewed,us,us
2016-09-17T21:43:47.000Z,59.1313,-137.434,0,1.9,ml,7,237.599980992002,0.5219212,0.58,ak,ak13997293,2016-09-17T22:07:32.194Z,"114km W of Haines, Alaska",earthquake,2.4,1,,1,automatic,ak,ak
2016-09-17T21:20:51.990Z,49.3845,-120.4968333,-0.53,2.28,ml,5,220,0.5795,0.22,uw,uw61210011,2016-09-19T18:37:33.610Z,"8km S of Princeton, Canada",explosion,3.22,31.61,0.088,12,reviewed,uw,uw
2016-09-17T20:57:35.340Z,36.413,-96.8836,6.6,1.4,ml,,60,0.024,0.17,us,us10006qhj,2016-09-19T13:44:11.040Z,"10km NW of Pawnee, Oklahoma",earthquake,1,1.9,0.069,28,reviewed,us,us
2016-09-17T20:36:23.190Z,32.2353333,-116.5733333,11.95,1.51,ml,19,203,0.1089,0.14,ci,ci37693520,2016-09-22T22:11:31.828Z,"32km E of Primo Tapia, B.C., MX",earthquake,0.32,0.52,0.115,12,reviewed,ci,ci
2016-09-17T20:34:19.810Z,-55.1209,-31.2396,10,4.9,mb,,67,3.158,0.6,us,us10006qh8,2016-09-17T21:15:11.040Z,"South Georgia Island region",earthquake,9.8,1.9,0.09,39,reviewed,us,us
2016-09-17T20:22:46.640Z,-4.7893,101.7775,22.78,4.6,mb,,166,1.249,0.9,us,us10006qh5,2016-09-17T21:35:04.040Z,"122km SSW of Bengkulu, Indonesia",earthquake,7.7,6.6,0.095,33,reviewed,us,us
2016-09-17T20:10:48.050Z,46.7731667,-112.0138333,4.62,1.48,ml,11,159,0.14,0.15,mb,mb80172414,2016-09-18T15:44:33.180Z,"6km NE of Helena Valley Northwest, Montana",earthquake,0.91,4.74,0.13,2,reviewed,mb,mb
2016-09-17T20:03:06.550Z,29.8091,129.2945,191.88,4.6,mb,,121,1.966,0.77,us,us10006qh7,2016-09-17T21:47:06.040Z,"160km N of Naze, Japan",earthquake,8.7,3.1,0.092,35,reviewed,us,us
2016-09-17T20:02:15.000Z,62.0019,-149.6115,39.3,1.3,ml,,,,0.52,ak,ak13997087,2016-09-17T20:11:20.912Z,"21km SE of Y, Alaska",earthquake,0.4,1.5,,,automatic,ak,ak
2016-09-17T20:00:49.200Z,-2.0078,140.629,13.11,5,mb,,41,8.421,0.72,us,us10006qgw,2016-09-17T20:42:44.040Z,"58km N of Jayapura, Indonesia",earthquake,9.1,3.5,0.06,90,reviewed,us,us
2016-09-17T19:55:03.000Z,61.1229,-152.302,10.2,1.2,ml,,,,0.41,ak,ak13997084,2016-09-17T20:02:50.552Z,"73km NW of Nikiski, Alaska",earthquake,0.6,0.2,,,automatic,ak,ak
2016-09-17T19:47:21.000Z,62.9287,-150.3767,82.4,1.7,ml,,,,0.49,ak,ak13997081,2016-09-17T19:58:33.891Z,"68km NNW of Talkeetna, Alaska",earthquake,0.5,1,,,automatic,ak,ak
2016-09-17T19:31:35.000Z,60.1204,-152.7282,99.3,2.2,ml,,,,0.77,ak,ak13997078,2016-09-17T19:40:06.072Z,"40km S of Redoubt Volcano, Alaska",earthquake,1.2,1,,,automatic,ak,ak
2016-09-17T19:17:54.000Z,61.7479,-149.5756,30.4,1.5,ml,,,,1.02,ak,ak13997074,2016-09-17T19:31:40.946Z,"13km N of Meadow Lakes, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-09-17T19:12:11.050Z,37.6145,-122.4471667,5.24,1.03,md,9,100,0.05189,0.11,nc,nc72697891,2016-09-20T00:23:03.532Z,"3km WSW of San Bruno, California",earthquake,0.5,1.17,0.14,6,reviewed,nc,nc
2016-09-17T18:35:02.560Z,35.9665,-120.5235,10.57,1.97,md,74,31,0.01548,0.07,nc,nc72697881,2016-09-20T04:16:03.379Z,"24km SW of Coalinga, California",earthquake,0.13,0.19,0.23,59,reviewed,nc,nc
2016-09-17T18:32:41.000Z,61.7769,-149.7866,36.4,1,ml,,,,0.38,ak,ak13997068,2016-09-17T22:32:57.730Z,"13km ENE of Willow, Alaska",earthquake,1.2,1.8,,,reviewed,ak,ak
2016-09-17T18:05:39.820Z,38.8356667,-122.8091667,2.06,1.16,md,34,28,0.01227,0.03,nc,nc72697866,2016-09-20T03:07:03.217Z,"7km WNW of Cobb, California",earthquake,0.17,0.27,0.117,10,reviewed,nc,nc
2016-09-17T18:00:38.310Z,-55.3025,-31.5083,32.61,5.2,mb,,54,3.058,1,us,us10006qgc,2016-09-20T21:02:50.878Z,"South Georgia Island region",earthquake,5.3,3.6,0.057,102,reviewed,us,us
2016-09-17T17:56:33.100Z,19.7595,-65.248,51,2.6,Md,3,331.2,1.44449098,0.28,pr,pr16261017,2016-09-20T20:43:44.040Z,"160km NNE of Vieques, Puerto Rico",earthquake,5.1,22.7,0,3,reviewed,pr,pr
2016-09-17T17:55:21.120Z,46.7768333,-112.0143333,5,1.44,ml,12,161,0.142,0.13,mb,mb80172369,2016-09-18T14:59:01.850Z,"6km NE of Helena Valley Northwest, Montana",earthquake,0.51,31.61,0.1,2,reviewed,mb,mb
2016-09-17T17:52:31.070Z,37.6226667,-122.4716667,8.39,1.04,md,18,67,0.04353,0.05,nc,nc72697856,2016-09-20T00:19:35.507Z,"1km NE of Pacifica, California",earthquake,0.38,0.48,0.118,12,reviewed,nc,nc
