time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-09-21T17:37:12.100Z,40.2946667,-124.4618333,12.99,1.6,md,13,256,0.1385,0.12,nc,nc72700311,2016-09-22T18:21:04.148Z,"35km SSW of Ferndale, California",earthquake,0.62,0.88,0.172,7,reviewed,nc,nc
2016-09-21T17:29:21.270Z,38.8278351,-122.8051682,-0.15,1.01,md,14,63,0.00586,0.04,nc,nc72700301,2016-09-21T17:30:56.041Z,"7km W of Cobb, California",earthquake,0.18,0.59,,2,automatic,nc,nc
2016-09-21T16:30:53.070Z,30.1005,-79.5329,0,3.8,ml,,171,2.238,0.72,us,us10006rzj,2016-09-23T14:27:18.040Z,"169km E of Saint Augustine Beach, Florida",experimental explosion,6.6,2,0.051,50,reviewed,us,us
2016-09-21T16:29:23.200Z,18.3617,-63.9243,46,1.9,Md,3,352.8,0.65936342,0.14,pr,pr16265007,2016-09-21T20:08:34.286Z,"73km E of Road Town, British Virgin Islands",earthquake,8.6,3.6,0,3,reviewed,pr,pr
2016-09-21T16:25:29.110Z,34.3433333,-116.8896667,-1.41,1.23,ml,41,45,0.05168,0.2,ci,ci37696504,2016-09-21T17:47:47.345Z,"10km NNW of Big Bear City, CA",quarry blast,0.3,31.61,0.124,22,reviewed,ci,ci
2016-09-21T16:19:48.510Z,-4.3056,152.9092,31.57,5.2,mb,,74,0.752,0.75,us,us10006ref,2016-09-21T16:38:50.040Z,"22km NW of Taron, Papua New Guinea",earthquake,6.5,2.6,0.055,109,reviewed,us,us
2016-09-21T16:18:56.990Z,32.6091667,-117.1723333,15.74,1.76,ml,31,221,0.1403,0.2,ci,ci37696496,2016-09-21T17:47:48.602Z,"6km WNW of Imperial Beach, CA",earthquake,0.51,0.41,0.133,39,reviewed,ci,ci
2016-09-21T16:10:13.400Z,18.8502,-64.2983,16,2.1,Md,3,334.8,0.52551444,0.07,pr,pr16265006,2016-09-21T19:54:42.939Z,"58km NE of Road Town, British Virgin Islands",earthquake,4.5,9,0,3,reviewed,pr,pr
2016-09-21T16:05:42.000Z,66.9474,-150.1062,0,2,ml,,,,0.85,ak,ak14009571,2016-09-21T16:14:12.825Z,"34km S of Coldfoot, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-09-21T15:46:01.360Z,37.061,-112.9596667,14.56,1.14,ml,10,147,0.1187,0.18,uu,uu60162272,2016-09-22T15:24:05.940Z,"6km N of Hildale, Utah",earthquake,0.54,1.1,0.255,3,reviewed,uu,uu
2016-09-21T15:25:40.559Z,40.3411,-120.3532,13.3,1.2,ml,10,137.66,0.106,0.1104,nn,nn00560877,2016-09-21T16:15:03.179Z,"15km ENE of Janesville, California",earthquake,,2.5,0.2,4,reviewed,nn,nn
2016-09-21T15:20:42.000Z,69.6371,-144.2929,0.7,2.4,ml,,,,0.93,ak,ak14009569,2016-09-21T15:30:21.185Z,"60km SSW of Kaktovik, Alaska",earthquake,1.8,1.2,,,automatic,ak,ak
2016-09-21T15:02:25.320Z,37.6448333,-119.4043333,4.41,1.07,md,10,148,0.2583,0.12,nc,nc72700236,2016-09-21T17:06:08.176Z,"18km SE of Yosemite Valley, California",earthquake,0.39,10.14,0.133,8,reviewed,nc,nc
2016-09-21T14:46:08.380Z,-55.7937,-27.5378,37.79,5,mb,,114,5.365,0.53,us,us10006rcl,2016-09-21T15:05:42.040Z,"103km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.4,8.5,0.084,46,reviewed,us,us
2016-09-21T14:45:09.000Z,65.0687,-148.539,18.3,1.3,ml,,,,0.71,ak,ak14009266,2016-09-21T15:02:50.400Z,"34km NW of Ester, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-09-21T14:22:40.910Z,36.9348,-117.7338,0,1,ml,5,251.26,0.306,0.1892,nn,nn00560906,2016-09-21T17:23:47.919Z,"46km NE of Lone Pine, California",earthquake,,0,0.9,2,reviewed,nn,nn
2016-09-21T14:14:23.850Z,40.4356667,-121.2913333,2.33,1.24,md,6,313,0.1079,0.05,nc,nc72700226,2016-09-21T17:14:12.583Z,"14km N of Chester, California",earthquake,1.12,6.8,0.165,6,reviewed,nc,nc
2016-09-21T14:07:35.560Z,37.6348333,-118.8801667,6,1.02,md,25,93,0.01631,0.03,nc,nc72700211,2016-09-22T02:38:34.900Z,"8km E of Mammoth Lakes, California",earthquake,0.29,0.29,0.246,22,reviewed,nc,nc
2016-09-21T13:45:54.090Z,39.4541667,-111.2163333,7.97,1.4,ml,13,92,0.1576,0.18,uu,uu60162267,2016-09-21T22:45:43.630Z,"23km ESE of Mount Pleasant, Utah",earthquake,0.63,2.62,0.109,3,reviewed,uu,uu
2016-09-21T13:41:34.460Z,37.6346667,-118.8791667,6.15,1,md,23,93,0.01706,0.04,nc,nc72700191,2016-09-22T02:15:45.850Z,"8km E of Mammoth Lakes, California",earthquake,0.25,0.35,0.359,21,reviewed,nc,nc
2016-09-21T13:40:11.330Z,48.2191667,-121.877,6.54,1.21,ml,8,85,0.2611,0.17,uw,uw61211341,2016-09-21T18:22:30.750Z,"13km E of Arlington Heights, Washington",earthquake,0.62,2.07,0.116,5,reviewed,uw,uw
2016-09-21T13:36:29.880Z,45.328,-112.582,6,1.01,ml,8,147,0.394,0.09,mb,mb80174054,2016-09-21T14:41:02.370Z,"13km NNE of Dillon, Montana",earthquake,0.42,6.65,0.042,2,reviewed,mb,mb
2016-09-21T13:34:01.580Z,37.5671667,-118.4445,5.53,1.2,md,22,96,0.01911,0.05,nc,nc72700186,2016-09-21T20:24:01.816Z,"20km N of Dixon Lane-Meadow Creek, California",earthquake,0.35,0.63,0.236,18,reviewed,nc,nc
2016-09-21T13:24:56.000Z,51.1138,179.2165,22.8,2.4,ml,,,,0.43,ak,ak14009263,2016-09-21T17:16:46.317Z,"96km SSW of Semisopochnoi Island, Alaska",earthquake,0.6,0.2,,,reviewed,ak,ak
2016-09-21T13:09:40.000Z,36.4213,-96.9166,5.82,1.8,ml,,71,0.016,0.22,us,us10006rc5,2016-09-21T14:20:42.040Z,"13km NW of Pawnee, Oklahoma",earthquake,0.7,1.5,0.071,26,reviewed,us,us
2016-09-21T12:44:33.650Z,33.2451667,-116.2953333,9.96,1.82,ml,59,48,0.06277,0.18,ci,ci37696416,2016-09-21T12:59:57.910Z,"8km E of Borrego Springs, CA",earthquake,0.21,0.47,0.144,24,reviewed,ci,ci
2016-09-21T11:56:34.020Z,19.3321667,-155.135,5.207,2.51,ml,41,115,0.0464,0.09,hv,hv61419441,2016-09-21T21:09:05.430Z,"15km SE of Volcano, Hawaii",earthquake,0.29,1.17,0.143,21,reviewed,hv,hv
2016-09-21T11:49:37.120Z,36.0333333,-120.5995,4.82,2,md,80,43,0.0355,0.06,nc,nc72700171,2016-09-22T03:02:02.616Z,"24km WSW of Coalinga, California",earthquake,0.17,0.21,0.221,62,reviewed,nc,nc
2016-09-21T11:41:29.840Z,36.0851667,-120.0573333,13.46,1.78,md,52,129,0.2548,0.11,nc,nc72700166,2016-09-22T02:50:01.593Z,"11km NE of Avenal, California",earthquake,0.29,0.68,0.236,39,reviewed,nc,nc
2016-09-21T11:32:49.195Z,38.1635,-118.0359,6.9,1.9,ml,20,52.97,0.285,0.1465,nn,nn00560866,2016-09-21T15:53:22.265Z,"65km SE of Hawthorne, Nevada",earthquake,,2.7,0.2,8,reviewed,nn,nn
2016-09-21T11:14:24.470Z,32.706,-115.3561667,13.57,1.23,ml,10,279,0.1053,0.19,ci,ci37382517,2016-09-21T14:39:40.978Z,"12km S of Holtville, CA",earthquake,1.08,1.61,0.142,10,reviewed,ci,ci
2016-09-21T11:14:20.310Z,38.1561,-118.0306,1.5,1.3,ml,17,52.86,0.294,0.1577,nn,nn00560865,2016-09-21T15:40:19.046Z,"66km SE of Hawthorne, Nevada",earthquake,,10.8,0.14,4,reviewed,nn,nn
2016-09-21T11:14:14.010Z,32.7811667,-115.446,9.19,1.38,ml,18,136,0.0241,0.19,ci,ci37696368,2016-09-21T14:35:47.635Z,"7km WSW of Holtville, CA",earthquake,0.47,0.74,0.169,15,reviewed,ci,ci
2016-09-21T11:12:50.000Z,65.4223,-144.7419,0,2,ml,,,,0.62,ak,ak14008964,2016-09-21T11:21:00.230Z,"5km SSW of Circle Hot Springs Station, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-09-21T11:08:34.630Z,34.5643333,-119.0985,0.59,1.31,ml,29,54,0.1311,0.22,ci,ci37696360,2016-09-21T14:33:52.508Z,"18km NE of Ojai, CA",earthquake,0.23,0.52,0.121,19,reviewed,ci,ci
2016-09-21T11:08:00.000Z,65.4366,-144.7141,4.4,3,ml,,,,0.85,ak,ak14008958,2016-09-21T11:16:22.106Z,"3km SSW of Circle Hot Springs Station, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-09-21T10:36:19.000Z,60.6135,-151.4736,47.2,1.9,ml,,,,0.72,ak,ak14008956,2016-09-21T10:51:09.013Z,"13km WNW of Kenai, Alaska",earthquake,0.6,3,,,automatic,ak,ak
2016-09-21T09:42:28.580Z,-21.9678,-179.4614,582.9,4.5,mb,,86,9.385,0.66,us,us10006rbi,2016-09-21T10:02:23.040Z,"165km SSW of Ndoi Island, Fiji",earthquake,10.2,7.3,0.07,60,reviewed,us,us
2016-09-21T09:25:04.710Z,33.1806667,-115.6168333,2.36,1.55,ml,36,84,0.003341,0.21,ci,ci37696336,2016-09-21T14:26:12.924Z,"11km SW of Niland, CA",earthquake,0.27,0.14,0.174,42,reviewed,ci,ci
2016-09-21T08:47:09.580Z,40.4416667,-121.304,0.86,1.47,md,7,262,0.1015,0.04,nc,nc72700111,2016-09-21T17:23:42.026Z,"18km N of Chester, California",earthquake,1.68,2.78,0.163,7,reviewed,nc,nc
2016-09-21T08:39:52.400Z,18.7998,-67.5074,10,2.8,Md,16,216,0.41322503,0.28,pr,pr16265005,2016-09-21T09:44:24.403Z,"54km NW of San Antonio, Puerto Rico",earthquake,1,1.3,0,11,reviewed,pr,pr
2016-09-21T08:37:13.500Z,18.9619,-67.9253,58,3.3,Md,23,194.4,0.61983755,0.38,pr,pr16265004,2016-09-21T09:41:22.938Z,"65km NE of Punta Cana, Dominican Republic",earthquake,2.7,4.5,0,21,reviewed,pr,pr
2016-09-21T08:36:55.000Z,65.4235,-144.7444,0,1.7,ml,,,,0.7,ak,ak14008367,2016-09-21T08:47:31.722Z,"5km SSW of Circle Hot Springs Station, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-09-21T08:33:23.000Z,65.4271,-144.7116,5.8,3.1,ml,,,,0.64,ak,ak14008360,2016-09-21T08:43:04.169Z,"4km SSW of Circle Hot Springs Station, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-09-21T08:22:57.000Z,65.4604,-144.7012,4.6,1.1,ml,,,,0.58,ak,ak14008358,2016-09-21T08:33:42.012Z,"1km SSW of Circle Hot Springs Station, Alaska",earthquake,0.9,0.9,,,automatic,ak,ak
2016-09-21T08:07:08.905Z,41.9604,-119.6631,1.7,1.2,ml,5,205.54,0.095,0.0738,nn,nn00560874,2016-09-21T14:27:41.447Z,"61km ESE of Lakeview, Oregon",earthquake,,4.8,0.45,4,reviewed,nn,nn
2016-09-21T07:56:29.360Z,36.4544,-96.8839,5.25,2,ml,,74,0.025,0.15,us,us10006raz,2016-09-21T12:27:02.040Z,"14km NNW of Pawnee, Oklahoma",earthquake,1,2.1,0.058,39,reviewed,us,us
2016-09-21T07:56:05.000Z,53.5867,-167.2571,15.8,1.7,ml,,,,0.63,ak,ak14008355,2016-09-21T17:11:57.542Z,"57km SW of Dutch Harbor, Alaska",earthquake,0.9,0.5,,,reviewed,ak,ak
2016-09-21T07:54:07.300Z,35.856,-118.0038333,8.06,1,ml,14,113,0.08054,0.08,ci,ci37696296,2016-09-21T12:59:29.397Z,"12km SW of Little Lake, CA",earthquake,0.24,1.12,0.271,15,reviewed,ci,ci
2016-09-21T07:49:53.227Z,41.9701,-119.657,0.5,1.2,ml,5,204.07,0.1,0.1098,nn,nn00560901,2016-09-21T17:11:02.080Z,"61km ESE of Lakeview, Oregon",earthquake,,5.9,0.49,4,reviewed,nn,nn
2016-09-21T07:19:48.120Z,-54.84,-30.503,17.94,5.1,mb,,65,3.528,0.66,us,us10006rat,2016-09-21T07:35:08.040Z,"292km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.5,4.6,0.081,50,reviewed,us,us
2016-09-21T06:43:36.000Z,63.2706,-151.4155,1.5,1.2,ml,,,,0.5,ak,ak14008059,2016-09-21T06:51:20.508Z,"124km NNW of Talkeetna, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-09-21T06:18:48.480Z,35.8695,-97.2426,5,3.4,mb_lg,,28,0.107,0.34,us,us10006ran,2016-09-21T22:44:27.887Z,"8km S of Langston, Oklahoma",earthquake,1.1,1.9,0.048,115,reviewed,us,us
2016-09-21T06:11:21.000Z,60.9549,-146.967,25.5,1.4,ml,,,,0.28,ak,ak14008054,2016-09-21T06:27:38.121Z,"38km WSW of Valdez, Alaska",earthquake,0.5,0.4,,,automatic,ak,ak
2016-09-21T06:11:10.000Z,65.4342,-144.6265,0,1.2,ml,,,,0.7,ak,ak14008053,2016-09-21T06:27:37.220Z,"4km SE of Circle Hot Springs Station, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-09-21T06:09:34.533Z,38.6523,-118.7912,9,1.1,ml,10,137.2,0.212,0.109,nn,nn00560856,2016-09-21T14:50:04.071Z,"20km NW of Hawthorne, Nevada",earthquake,,2.9,0.4,3,reviewed,nn,nn
2016-09-21T06:04:38.090Z,19.4218333,-155.6111667,2.642,2.87,ml,42,76,0.02452,0.12,hv,hv61419256,2016-09-21T16:55:35.210Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.26,0.44,0.22,23,reviewed,hv,hv
2016-09-21T05:52:55.170Z,36.566,-121.126,8.08,1.72,md,26,68,0.05235,0.06,nc,nc72700021,2016-09-22T06:46:03.169Z,"23km NE of Soledad, California",earthquake,0.23,0.43,0.344,27,reviewed,nc,nc
2016-09-21T05:45:00.240Z,33.53,-116.8895,12.31,2.26,ml,104,25,0.07192,0.19,ci,ci37696208,2016-09-21T13:46:44.700Z,"10km NNW of Aguanga, CA",earthquake,0.12,0.31,0.178,119,reviewed,ci,ci
2016-09-21T05:44:06.040Z,-18.0521,-175.3394,250.52,5.2,mb,,34,5.233,1.26,us,us10006rae,2016-09-21T06:01:59.040Z,"157km WNW of Neiafu, Tonga",earthquake,8.5,6.9,0.026,502,reviewed,us,us
2016-09-21T05:23:53.810Z,33.7906667,-116.0776667,1.26,1.3,ml,28,106,0.12,0.19,ci,ci37696200,2016-09-21T13:01:09.080Z,"15km ENE of Indio, CA",earthquake,0.25,0.49,0.106,25,reviewed,ci,ci
2016-09-21T05:13:40.000Z,61.5742,-141.1902,0.5,1.8,ml,,,,0.57,ak,ak14007753,2016-09-21T05:22:22.953Z,"172km E of Chitina, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-09-21T05:05:26.600Z,19.059,-66.8225,22,3.2,Md,11,262.8,0.64768532,0.31,pr,pr16265003,2016-09-21T09:35:52.697Z,"63km N of Hatillo, Puerto Rico",earthquake,1.5,22.6,0,8,reviewed,pr,pr
2016-09-21T05:04:18.090Z,37.6335,-118.8868333,5.31,1.1,md,22,102,0.01347,0.06,nc,nc72699996,2016-09-21T16:30:03.195Z,"7km ESE of Mammoth Lakes, California",earthquake,0.37,0.46,0.332,21,reviewed,nc,nc
2016-09-21T05:02:48.080Z,40.6576667,-125.278,23.92,2.99,md,36,281,0.7392,0.25,nc,nc72699991,2016-09-23T01:47:01.867Z,"86km W of Ferndale, California",earthquake,1.84,16.14,0.134,30,reviewed,nc,nc
2016-09-21T04:54:54.000Z,65.3844,-144.635,0,1.8,ml,,,,0.65,ak,ak14007750,2016-09-21T05:02:37.551Z,"9km SSE of Circle Hot Springs Station, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-09-21T04:54:23.002Z,38.6489,-118.791,6.4,1.1,ml,12,113.96,0.193,0.1475,nn,nn00560844,2016-09-21T14:40:38.513Z,"20km NW of Hawthorne, Nevada",earthquake,,3.1,0.49,4,reviewed,nn,nn
2016-09-21T04:44:28.000Z,65.4377,-144.7488,0.9,2.8,ml,,,,0.85,ak,ak14007454,2016-09-21T04:57:49.029Z,"4km SW of Circle Hot Springs Station, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-09-21T04:34:06.930Z,19.2086658,-155.4793396,38.96,2.15,md,44,86,0.04365,0.17,hv,hv61419101,2016-09-21T04:37:36.770Z,"0km N of Pahala, Hawaii",earthquake,0.61,0.78,0.11,6,automatic,hv,hv
2016-09-21T04:22:58.100Z,18.7637,-66.9972,52,2.4,Md,4,342,0.31351203,0.05,pr,pr16265002,2016-09-21T09:34:12.557Z,"29km N of Isabela, Puerto Rico",earthquake,7.2,2,0,2,reviewed,pr,pr
2016-09-21T04:12:10.814Z,38.6483,-118.7952,5.8,1.1,ml,14,115.03,0.192,0.1569,nn,nn00560842,2016-09-21T14:34:13.554Z,"20km NW of Hawthorne, Nevada",earthquake,,2.9,0.32,3,reviewed,nn,nn
2016-09-21T04:06:33.990Z,46.8373333,-121.7645,-0.6,1.02,ml,9,69,0.02171,0.1,uw,uw60129308,2016-09-21T17:07:34.730Z,"26km NNW of Packwood, Washington",earthquake,0.32,1.24,0.099,2,reviewed,uw,uw
2016-09-21T04:06:03.220Z,46.8361667,-121.7628333,-0.56,1.17,ml,10,70,0.0205,0.1,uw,uw61211141,2016-09-21T17:05:30.990Z,"26km NNW of Packwood, Washington",earthquake,0.31,1.32,0.242,6,reviewed,uw,uw
2016-09-21T04:04:28.500Z,18.9454,-66.5907,39,2.8,Md,8,280.8,0.61534597,0.43,pr,pr16265001,2016-09-21T09:32:52.220Z,"53km NNE of Arecibo, Puerto Rico",earthquake,3.1,9.9,0,5,reviewed,pr,pr
2016-09-21T04:03:37.940Z,38.4748333,-112.808,5.21,2.02,ml,17,47,0.04487,0.14,uu,uu60162252,2016-09-21T22:44:48.020Z,"19km ENE of Milford, Utah",earthquake,0.36,0.69,0.188,2,reviewed,uu,uu
2016-09-21T03:50:39.000Z,62.1485,-141.9561,0,1.9,ml,,,,1.16,ak,ak14007448,2016-09-21T04:01:30.322Z,"142km SSE of Tok, Alaska",earthquake,0.8,0.8,,,automatic,ak,ak
2016-09-21T03:48:46.520Z,36.4133,-96.8719,5.08,1.1,ml,,106,0.032,0.13,us,us10006ra1,2016-09-21T14:24:19.040Z,"10km NW of Pawnee, Oklahoma",earthquake,1,6.9,0.105,12,reviewed,us,us
2016-09-21T03:43:48.800Z,18.9645,-66.5915,43,3,Md,8,280.8,0.63331228,0.51,pr,pr16265000,2016-09-21T09:31:46.087Z,"56km NNE of Arecibo, Puerto Rico",earthquake,3.8,11.1,0,5,reviewed,pr,pr
2016-09-21T03:43:16.660Z,45.7116667,-112.1246667,1.27,1.35,ml,6,112,0.214,0.1,mb,mb80174019,2016-09-21T13:51:17.900Z,"17km S of Whitehall, Montana",earthquake,0.4,1.29,0.056,4,reviewed,mb,mb
2016-09-21T03:35:21.000Z,61.5442,-151.8302,100.3,2.3,ml,22,93.5999925120006,,0.37,ak,ak14007443,2016-09-21T03:52:10.846Z,"97km WSW of Willow, Alaska",earthquake,1,1.2,,,automatic,ak,ak
2016-09-21T03:23:19.970Z,38.8748333,-122.8246667,0.55,1.47,md,38,103,0.01102,0.04,nc,nc72699926,2016-09-22T07:07:03.221Z,"10km WNW of Cobb, California",earthquake,0.16,0.24,0.288,12,reviewed,nc,nc
2016-09-21T03:18:32.000Z,61.4902,-149.7887,32.2,1.5,ml,10,125.999989920001,,0.27,ak,ak14007439,2016-09-21T03:52:10.117Z,"9km ESE of Big Lake, Alaska",earthquake,0.4,0.2,,,automatic,ak,ak
2016-09-21T03:17:06.640Z,40.4401667,-121.2901667,2.02,1,md,7,266,0.1105,0.04,nc,nc72699921,2016-09-21T16:11:01.223Z,"15km NNW of Chester, California",earthquake,0.84,31.61,0.188,7,reviewed,nc,nc
2016-09-21T03:13:56.000Z,63.412,-148.8017,78.7,1.5,ml,10,82.7999933760005,,0.97,ak,ak14007428,2016-09-21T03:52:12.178Z,"7km ENE of Cantwell, Alaska",earthquake,0.6,0.8,,,automatic,ak,ak
2016-09-21T03:13:40.160Z,38.474,-112.8005,5.33,1.58,md,14,82,0.05016,0.22,uu,uu60162242,2016-09-21T22:44:40.020Z,"20km ENE of Milford, Utah",earthquake,0.61,1.12,0.339,10,reviewed,uu,uu
2016-09-21T03:11:44.020Z,37.0551667,-112.923,13.12,1.22,md,7,146,0.08952,0.1,uu,uu60162237,2016-09-22T15:23:32.430Z,"6km NE of Hildale, Utah",earthquake,0.7,1.86,0.244,5,reviewed,uu,uu
2016-09-21T03:01:55.000Z,63.0762,-151.4511,0,1.5,ml,,,,0.52,ak,ak14007425,2016-09-21T03:52:13.661Z,"108km NW of Talkeetna, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-09-21T02:58:44.000Z,61.4263,-147.0778,25.2,1.9,ml,,,,0.83,ak,ak14007423,2016-09-21T03:52:13.003Z,"51km NW of Valdez, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-09-21T02:53:53.870Z,35.732,129.2058,10,3.5,ml,,133,1.211,0.77,us,us10006ra4,2016-09-23T16:03:56.728Z,"12km S of Kyonju, South Korea",earthquake,3.8,1.9,0.256,2,reviewed,us,us
2016-09-21T02:20:09.410Z,5.5183,127.0359,72.24,4.9,mb,,103,2.114,0.66,us,us10006r9l,2016-09-21T03:18:51.040Z,"133km SE of Pondaguitan, Philippines",earthquake,5.3,7.1,0.062,82,reviewed,us,us
2016-09-21T01:41:05.740Z,40.2625,-119.7033,14.2,1.1,ml,4,149.92,0.332,0.2106,nn,nn00560838,2016-09-21T03:34:31.433Z,"44km SW of Gerlach-Empire, Nevada",earthquake,,19.9,0,1,reviewed,nn,nn
2016-09-21T01:28:11.000Z,61.55,-146.7046,35.9,1.3,ml,,,,0.35,ak,ak14007141,2016-09-21T16:52:20.724Z,"50km NNW of Valdez, Alaska",earthquake,0.6,0.6,,,reviewed,ak,ak
2016-09-21T01:15:51.660Z,38.8396683,-122.828331,1.95,1.1,md,14,80,0.005692,0.01,nc,nc72699821,2016-09-21T01:26:02.939Z,"9km WNW of Cobb, California",earthquake,0.28,0.55,0.05,2,automatic,nc,nc
2016-09-21T01:08:44.210Z,-12.4971,43.2695,10,5.1,mb,,47,10.027,1.32,us,us10006r9h,2016-09-21T08:58:55.178Z,"50km WSW of Nioumachoua, Comoros",earthquake,9.4,1.9,0.07,67,reviewed,us,us
2016-09-21T01:01:28.000Z,65.4481,-144.7305,5.1,3.4,ml,,,,0.65,ak,ak14006842,2016-09-21T01:10:42.822Z,"3km SW of Circle Hot Springs Station, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-09-21T00:55:43.000Z,53.872,-163.1738,30.6,2.6,ml,,,,0.72,ak,ak14006841,2016-09-21T16:47:36.273Z,"110km S of False Pass, Alaska",earthquake,0.8,1.1,,,reviewed,ak,ak
2016-09-21T00:38:44.860Z,-54.9555,-32.0497,10,4.9,mb,,64,2.667,1.08,us,us10006r97,2016-09-21T01:04:00.040Z,"297km ESE of Grytviken, South Georgia and the South Sandwich Islands",earthquake,9.9,1.8,0.085,44,reviewed,us,us
2016-09-21T00:35:08.000Z,64.9706,-150.7616,13.8,1.4,ml,14,68.3999945280004,,0.75,ak,ak14006837,2016-09-21T00:47:52.270Z,"6km WSW of Manley Hot Springs, Alaska",earthquake,0.3,0.1,,,automatic,ak,ak
2016-09-21T00:31:09.000Z,62.9205,-149.9154,81.3,1.4,ml,8,118.799990496001,0.4940734,0.47,ak,ak14006836,2016-09-21T00:47:51.657Z,"67km N of Talkeetna, Alaska",earthquake,0.6,0.9,,3,automatic,ak,ak
2016-09-21T00:17:50.000Z,65.4176,-144.7449,0,1.6,ml,,,,0.71,ak,ak14006748,2016-09-21T00:30:14.429Z,"6km SSW of Circle Hot Springs Station, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-09-21T00:17:45.230Z,33.4848333,-116.452,11.35,1.14,ml,32,86,0.0443,0.13,ci,ci37695984,2016-09-21T00:45:14.391Z,"22km ESE of Anza, CA",earthquake,0.21,0.42,0.136,24,reviewed,ci,ci
2016-09-21T00:07:33.000Z,64.9964,-147.3317,0,1.5,ml,,,,0.56,ak,ak14006745,2016-09-21T00:15:13.523Z,"23km NNE of Badger, Alaska",earthquake,0.2,0.6,,,automatic,ak,ak
2016-09-21T00:05:54.330Z,-54.792,-30.5758,10,5.2,mb,,53,3.481,0.6,us,us10006r8s,2016-09-21T00:27:22.040Z,"300km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.7,1.8,0.067,73,reviewed,us,us
2016-09-20T23:45:58.860Z,37.5786667,-118.8633333,4.8,1.59,md,33,86,0.02946,0.05,nc,nc72699771,2016-09-22T03:40:01.725Z,"12km SE of Mammoth Lakes, California",earthquake,0.22,0.48,0.34,31,reviewed,nc,nc
2016-09-20T23:45:34.000Z,62.0104,-149.3456,17.6,1.6,ml,,,,0.89,ak,ak14006461,2016-09-20T23:55:16.421Z,"30km N of Fishhook, Alaska",earthquake,0.6,0.3,,,automatic,ak,ak
2016-09-20T23:38:05.810Z,19.3618333,-155.2363333,30.15,1.69,md,36,77,0.01235,0.08,hv,hv61418976,2016-09-21T21:17:11.780Z,"7km S of Volcano, Hawaii",earthquake,0.66,0.85,0.058,18,reviewed,hv,hv
2016-09-20T23:30:13.400Z,17.878,-67.166,4,2.3,Md,5,302.4,0.13744224,0.21,pr,pr16264017,2016-09-21T03:43:57.341Z,"10km S of Pole Ojea, Puerto Rico",earthquake,1.2,1.1,0,3,reviewed,pr,pr
2016-09-20T23:23:42.000Z,64.9644,-148.9505,14.4,1.2,ml,,,,0.56,ak,ak14006457,2016-09-20T23:33:46.712Z,"43km N of North Nenana, Alaska",earthquake,0.4,0.3,,,automatic,ak,ak
2016-09-20T23:17:44.640Z,35.0473333,-117.6698333,-0.82,1.45,ml,10,188,0.1148,0.11,ci,ci37695952,2016-09-22T21:35:56.530Z,"6km NNW of Boron, CA",quarry blast,0.75,31.61,0.171,19,reviewed,ci,ci
2016-09-20T23:17:15.000Z,65.1225,-148.856,0.1,1,ml,,,,0.89,ak,ak14006456,2016-09-20T23:37:44.782Z,"50km NW of Ester, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-09-20T23:15:40.360Z,33.9145,-118.3043333,10.41,1.94,ml,45,82,0.02009,0.26,ci,ci37695936,2016-09-20T23:47:54.160Z,"3km N of Gardena, CA",earthquake,0.31,0.47,0.122,23,reviewed,ci,ci
2016-09-20T23:15:02.000Z,53.4007,-166.0292,38.7,2,ml,,,,0.16,ak,ak14006453,2016-09-21T16:38:17.677Z,"62km SSE of Unalaska, Alaska",earthquake,1.2,2.2,,,reviewed,ak,ak
2016-09-20T22:59:34.000Z,60.3635,-152.0034,85.5,2.2,ml,,,,0.33,ak,ak14006448,2016-09-20T23:10:52.908Z,"38km W of Cohoe, Alaska",earthquake,1.1,1.4,,,automatic,ak,ak
2016-09-20T22:54:55.000Z,59.7032,-152.7573,88.6,2.6,ml,,,,0.48,ak,ak14006442,2016-09-20T23:10:51.992Z,"52km W of Anchor Point, Alaska",earthquake,0.6,0.7,,,automatic,ak,ak
